state_county_fips,state,county
121011,Kentucky,Bath County
121013,Kentucky,Bell County
121015,Kentucky,Boone County
121017,Kentucky,Bourbon County
121019,Kentucky,Boyd County
121021,Kentucky,Boyle County
121023,Kentucky,Bracken County
121025,Kentucky,Breathitt County
121027,Kentucky,Breckinridge County
121029,Kentucky,Bullitt County
121031,Kentucky,Butler County
121033,Kentucky,Caldwell County
121035,Kentucky,Calloway County
121037,Kentucky,Campbell County
121039,Kentucky,Carlisle County
121041,Kentucky,Carroll County
121043,Kentucky,Carter County
121045,Kentucky,Casey County
121047,Kentucky,Christian County
121049,Kentucky,Clark County
121051,Kentucky,Clay County
121053,Kentucky,Clinton County
121055,Kentucky,Crittenden County
121057,Kentucky,Cumberland County
121059,Kentucky,Daviess County
121061,Kentucky,Edmonson County
121063,Kentucky,Elliott County
121065,Kentucky,Estill County
121067,Kentucky,Fayette County
121069,Kentucky,Fleming County
121071,Kentucky,Floyd County
121073,Kentucky,Franklin County
121075,Kentucky,Fulton County
121077,Kentucky,Gallatin County
121079,Kentucky,Garrard County
121081,Kentucky,Grant County
121083,Kentucky,Graves County
121085,Kentucky,Grayson County
121087,Kentucky,Green County
121089,Kentucky,Greenup County
121091,Kentucky,Hancock County
121093,Kentucky,Hardin County
121095,Kentucky,Harlan County
121097,Kentucky,Harrison County
121099,Kentucky,Hart County
121101,Kentucky,Henderson County
121103,Kentucky,Henry County
121105,Kentucky,Hickman County
121107,Kentucky,Hopkins County
121109,Kentucky,Jackson County
121111,Kentucky,Jefferson County
121113,Kentucky,Jessamine County
121115,Kentucky,Johnson County
121117,Kentucky,Kenton County
121119,Kentucky,Knott County
121121,Kentucky,Knox County
121123,Kentucky,Larue County
121125,Kentucky,Laurel County
121127,Kentucky,Lawrence County
121129,Kentucky,Lee County
121131,Kentucky,Leslie County
121133,Kentucky,Letcher County
121135,Kentucky,Lewis County
121137,Kentucky,Lincoln County
121139,Kentucky,Livingston County
121141,Kentucky,Logan County
121143,Kentucky,Lyon County
121145,Kentucky,McCracken County
121147,Kentucky,McCreary County
121149,Kentucky,McLean County
121151,Kentucky,Madison County
121153,Kentucky,Magoffin County
121155,Kentucky,Marion County
121157,Kentucky,Marshall County
121159,Kentucky,Martin County
121161,Kentucky,Mason County
121163,Kentucky,Meade County
121165,Kentucky,Menifee County
121167,Kentucky,Mercer County
121169,Kentucky,Metcalfe County
121171,Kentucky,Monroe County
121173,Kentucky,Montgomery County
121175,Kentucky,Morgan County
121177,Kentucky,Muhlenberg County
121179,Kentucky,Nelson County
121181,Kentucky,Nicholas County
121183,Kentucky,Ohio County
121185,Kentucky,Oldham County
121187,Kentucky,Owen County
121189,Kentucky,Owsley County
121191,Kentucky,Pendleton County
121193,Kentucky,Perry County
121195,Kentucky,Pike County
121197,Kentucky,Powell County
121199,Kentucky,Pulaski County
121201,Kentucky,Robertson County
121203,Kentucky,Rockcastle County
121205,Kentucky,Rowan County
121207,Kentucky,Russell County
121209,Kentucky,Scott County
121211,Kentucky,Shelby County
121213,Kentucky,Simpson County
121215,Kentucky,Spencer County
121217,Kentucky,Taylor County
121219,Kentucky,Todd County
121221,Kentucky,Trigg County
121223,Kentucky,Trimble County
121225,Kentucky,Union County
121227,Kentucky,Warren County
121229,Kentucky,Washington County
121231,Kentucky,Wayne County
121233,Kentucky,Webster County
121235,Kentucky,Whitley County
121237,Kentucky,Wolfe County
121239,Kentucky,Woodford County
122001,Louisiana,Acadia Parish
122003,Louisiana,Allen Parish
122005,Louisiana,Ascension Parish
122007,Louisiana,Assumption Parish
122009,Louisiana,Avoyelles Parish
122011,Louisiana,Beauregard Parish
122013,Louisiana,Bienville Parish
122015,Louisiana,Bossier Parish
122017,Louisiana,Caddo Parish
122019,Louisiana,Calcasieu Parish
122021,Louisiana,Caldwell Parish
122023,Louisiana,Cameron Parish
122025,Louisiana,Catahoula Parish
122027,Louisiana,Claiborne Parish
122029,Louisiana,Concordia Parish
122031,Louisiana,De Soto Parish
122033,Louisiana,East Baton Rouge Parish
122035,Louisiana,East Carroll Parish
122037,Louisiana,East Feliciana Parish
122039,Louisiana,Evangeline Parish
122041,Louisiana,Franklin Parish
122043,Louisiana,Grant Parish
122045,Louisiana,Iberia Parish
122047,Louisiana,Iberville Parish
122049,Louisiana,Jackson Parish
122051,Louisiana,Jefferson Parish
122053,Louisiana,Jefferson Davis Parish
122055,Louisiana,Lafayette Parish
122057,Louisiana,Lafourche Parish
122059,Louisiana,La Salle Parish
122061,Louisiana,Lincoln Parish
122063,Louisiana,Livingston Parish
122065,Louisiana,Madison Parish
122067,Louisiana,Morehouse Parish
122069,Louisiana,Natchitoches Parish
122071,Louisiana,Orleans Parish
122073,Louisiana,Ouachita Parish
122075,Louisiana,Plaquemines Parish
122077,Louisiana,Pointe Coupee Parish
122079,Louisiana,Rapides Parish
122081,Louisiana,Red River Parish
122083,Louisiana,Richland Parish
122085,Louisiana,Sabine Parish
122087,Louisiana,St. Bernard Parish
122089,Louisiana,St. Charles Parish
122091,Louisiana,St. Helena Parish
122093,Louisiana,St. James Parish
122095,Louisiana,St. John the Baptist Parish
122097,Louisiana,St. Landry Parish
122099,Louisiana,St. Martin Parish
122101,Louisiana,St. Mary Parish
122103,Louisiana,St. Tammany Parish
122105,Louisiana,Tangipahoa Parish
122107,Louisiana,Tensas Parish
122109,Louisiana,Terrebonne Parish
122111,Louisiana,Union Parish
122113,Louisiana,Vermilion Parish
122115,Louisiana,Vernon Parish
122117,Louisiana,Washington Parish
122119,Louisiana,Webster Parish
122121,Louisiana,West Baton Rouge Parish
122123,Louisiana,West Carroll Parish
122125,Louisiana,West Feliciana Parish
122127,Louisiana,Winn Parish
123001,Maine,Androscoggin County
123003,Maine,Aroostook County
123005,Maine,Cumberland County
123007,Maine,Franklin County
123009,Maine,Hancock County
123011,Maine,Kennebec County
123013,Maine,Knox County
123015,Maine,Lincoln County
123017,Maine,Oxford County
123019,Maine,Penobscot County
123021,Maine,Piscataquis County
123023,Maine,Sagadahoc County
123025,Maine,Somerset County
123027,Maine,Waldo County
123029,Maine,Washington County
123031,Maine,York County
124001,Maryland,Allegany County
124003,Maryland,Anne Arundel County
124005,Maryland,Baltimore County
124009,Maryland,Calvert County
124011,Maryland,Caroline County
124013,Maryland,Carroll County
124015,Maryland,Cecil County
124017,Maryland,Charles County
124019,Maryland,Dorchester County
124021,Maryland,Frederick County
124023,Maryland,Garrett County
124025,Maryland,Harford County
124027,Maryland,Howard County
124029,Maryland,Kent County
124031,Maryland,Montgomery County
124033,Maryland,Prince George
124035,Maryland,Queen Anne
124037,Maryland,St. Mary
124039,Maryland,Somerset County
124041,Maryland,Talbot County
124043,Maryland,Washington County
124045,Maryland,Wicomico County
124047,Maryland,Worcester County
124510,Maryland,Baltimore city
125001,Massachusetts,Barnstable County
125003,Massachusetts,Berkshire County
125005,Massachusetts,Bristol County
125007,Massachusetts,Dukes County
125009,Massachusetts,Essex County
125011,Massachusetts,Franklin County
125013,Massachusetts,Hampden County
125015,Massachusetts,Hampshire County
125017,Massachusetts,Middlesex County
125019,Massachusetts,Nantucket County
125021,Massachusetts,Norfolk County
125023,Massachusetts,Plymouth County
125025,Massachusetts,Suffolk County
125027,Massachusetts,Worcester County
126001,Michigan,Alcona County
126003,Michigan,Alger County
126005,Michigan,Allegan County
126007,Michigan,Alpena County
126009,Michigan,Antrim County
126011,Michigan,Arenac County
126013,Michigan,Baraga County
126015,Michigan,Barry County
126017,Michigan,Bay County
126019,Michigan,Benzie County
126021,Michigan,Berrien County
126023,Michigan,Branch County
126025,Michigan,Calhoun County
126027,Michigan,Cass County
126029,Michigan,Charlevoix County
126031,Michigan,Cheboygan County
126033,Michigan,Chippewa County
126035,Michigan,Clare County
126037,Michigan,Clinton County
126039,Michigan,Crawford County
126041,Michigan,Delta County
126043,Michigan,Dickinson County
126045,Michigan,Eaton County
126047,Michigan,Emmet County
126049,Michigan,Genesee County
126051,Michigan,Gladwin County
126053,Michigan,Gogebic County
126055,Michigan,Grand Traverse County
126057,Michigan,Gratiot County
126059,Michigan,Hillsdale County
126061,Michigan,Houghton County
126063,Michigan,Huron County
126065,Michigan,Ingham County
126067,Michigan,Ionia County
126069,Michigan,Iosco County
126071,Michigan,Iron County
126073,Michigan,Isabella County
126075,Michigan,Jackson County
126077,Michigan,Kalamazoo County
126079,Michigan,Kalkaska County
126081,Michigan,Kent County
126083,Michigan,Keweenaw County
126085,Michigan,Lake County
126087,Michigan,Lapeer County
126089,Michigan,Leelanau County
126091,Michigan,Lenawee County
126093,Michigan,Livingston County
126095,Michigan,Luce County
126097,Michigan,Mackinac County
126099,Michigan,Macomb County
126101,Michigan,Manistee County
126103,Michigan,Marquette County
126105,Michigan,Mason County
126107,Michigan,Mecosta County
126109,Michigan,Menominee County
126111,Michigan,Midland County
126113,Michigan,Missaukee County
126115,Michigan,Monroe County
126117,Michigan,Montcalm County
126119,Michigan,Montmorency County
126121,Michigan,Muskegon County
126123,Michigan,Newaygo County
126125,Michigan,Oakland County
126127,Michigan,Oceana County
126129,Michigan,Ogemaw County
126131,Michigan,Ontonagon County
126133,Michigan,Osceola County
126135,Michigan,Oscoda County
126137,Michigan,Otsego County
126139,Michigan,Ottawa County
126141,Michigan,Presque Isle County
126143,Michigan,Roscommon County
126145,Michigan,Saginaw County
126147,Michigan,St. Clair County
126149,Michigan,St. Joseph County
126151,Michigan,Sanilac County
126153,Michigan,Schoolcraft County
126155,Michigan,Shiawassee County
126157,Michigan,Tuscola County
126159,Michigan,Van Buren County
126161,Michigan,Washtenaw County
126163,Michigan,Wayne County
126165,Michigan,Wexford County
127001,Minnesota,Aitkin County
127003,Minnesota,Anoka County
127005,Minnesota,Becker County
127007,Minnesota,Beltrami County
127009,Minnesota,Benton County
127011,Minnesota,Big Stone County
127013,Minnesota,Blue Earth County
127015,Minnesota,Brown County
127017,Minnesota,Carlton County
127019,Minnesota,Carver County
127021,Minnesota,Cass County
127023,Minnesota,Chippewa County
127025,Minnesota,Chisago County
127027,Minnesota,Clay County
127029,Minnesota,Clearwater County
127031,Minnesota,Cook County
127033,Minnesota,Cottonwood County
127035,Minnesota,Crow Wing County
127037,Minnesota,Dakota County
127039,Minnesota,Dodge County
127041,Minnesota,Douglas County
127043,Minnesota,Faribault County
127045,Minnesota,Fillmore County
127047,Minnesota,Freeborn County
127049,Minnesota,Goodhue County
127051,Minnesota,Grant County
127053,Minnesota,Hennepin County
127055,Minnesota,Houston County
127057,Minnesota,Hubbard County
127059,Minnesota,Isanti County
127061,Minnesota,Itasca County
127063,Minnesota,Jackson County
127065,Minnesota,Kanabec County
127067,Minnesota,Kandiyohi County
127069,Minnesota,Kittson County
127071,Minnesota,Koochiching County
127073,Minnesota,Lac qui Parle County
127075,Minnesota,Lake County
127077,Minnesota,Lake of the Woods County
127079,Minnesota,Le Sueur County
127081,Minnesota,Lincoln County
127083,Minnesota,Lyon County
127085,Minnesota,McLeod County
127087,Minnesota,Mahnomen County
127089,Minnesota,Marshall County
127091,Minnesota,Martin County
127093,Minnesota,Meeker County
127095,Minnesota,Mille Lacs County
127097,Minnesota,Morrison County
127099,Minnesota,Mower County
127101,Minnesota,Murray County
127103,Minnesota,Nicollet County
127105,Minnesota,Nobles County
127107,Minnesota,Norman County
127109,Minnesota,Olmsted County
127111,Minnesota,Otter Tail County
127113,Minnesota,Pennington County
127115,Minnesota,Pine County
127117,Minnesota,Pipestone County
127119,Minnesota,Polk County
127121,Minnesota,Pope County
127123,Minnesota,Ramsey County
127125,Minnesota,Red Lake County
127127,Minnesota,Redwood County
127129,Minnesota,Renville County
127131,Minnesota,Rice County
127133,Minnesota,Rock County
127135,Minnesota,Roseau County
127137,Minnesota,St. Louis County
127139,Minnesota,Scott County
127141,Minnesota,Sherburne County
127143,Minnesota,Sibley County
127145,Minnesota,Stearns County
127147,Minnesota,Steele County
127149,Minnesota,Stevens County
127151,Minnesota,Swift County
127153,Minnesota,Todd County
127155,Minnesota,Traverse County
127157,Minnesota,Wabasha County
127159,Minnesota,Wadena County
127161,Minnesota,Waseca County
127163,Minnesota,Washington County
127165,Minnesota,Watonwan County
127167,Minnesota,Wilkin County
127169,Minnesota,Winona County
127171,Minnesota,Wright County
127173,Minnesota,Yellow Medicine County
128001,Mississippi,Adams County
128003,Mississippi,Alcorn County
128005,Mississippi,Amite County
128007,Mississippi,Attala County
128009,Mississippi,Benton County
128011,Mississippi,Bolivar County
128013,Mississippi,Calhoun County
128015,Mississippi,Carroll County
128017,Mississippi,Chickasaw County
128019,Mississippi,Choctaw County
128021,Mississippi,Claiborne County
128023,Mississippi,Clarke County
128025,Mississippi,Clay County
128027,Mississippi,Coahoma County
128029,Mississippi,Copiah County
128031,Mississippi,Covington County
128033,Mississippi,DeSoto County
128035,Mississippi,Forrest County
128037,Mississippi,Franklin County
128039,Mississippi,George County
128041,Mississippi,Greene County
128043,Mississippi,Grenada County
128045,Mississippi,Hancock County
128047,Mississippi,Harrison County
128049,Mississippi,Hinds County
128051,Mississippi,Holmes County
128053,Mississippi,Humphreys County
128055,Mississippi,Issaquena County
128057,Mississippi,Itawamba County
128059,Mississippi,Jackson County
128061,Mississippi,Jasper County
128063,Mississippi,Jefferson County
128065,Mississippi,Jefferson Davis County
128067,Mississippi,Jones County
128069,Mississippi,Kemper County
128071,Mississippi,Lafayette County
128073,Mississippi,Lamar County
128075,Mississippi,Lauderdale County
128077,Mississippi,Lawrence County
128079,Mississippi,Leake County
128081,Mississippi,Lee County
128083,Mississippi,Leflore County
128085,Mississippi,Lincoln County
128087,Mississippi,Lowndes County
128089,Mississippi,Madison County
128091,Mississippi,Marion County
128093,Mississippi,Marshall County
128095,Mississippi,Monroe County
128097,Mississippi,Montgomery County
128099,Mississippi,Neshoba County
128101,Mississippi,Newton County
128103,Mississippi,Noxubee County
128105,Mississippi,Oktibbeha County
128107,Mississippi,Panola County
128109,Mississippi,Pearl River County
128111,Mississippi,Perry County
128113,Mississippi,Pike County
128115,Mississippi,Pontotoc County
128117,Mississippi,Prentiss County
128119,Mississippi,Quitman County
128121,Mississippi,Rankin County
128123,Mississippi,Scott County
128125,Mississippi,Sharkey County
128127,Mississippi,Simpson County
128129,Mississippi,Smith County
128131,Mississippi,Stone County
128133,Mississippi,Sunflower County
128135,Mississippi,Tallahatchie County
128137,Mississippi,Tate County
128139,Mississippi,Tippah County
128141,Mississippi,Tishomingo County
128143,Mississippi,Tunica County
128145,Mississippi,Union County
128147,Mississippi,Walthall County
128149,Mississippi,Warren County
128151,Mississippi,Washington County
128153,Mississippi,Wayne County
128155,Mississippi,Webster County
128157,Mississippi,Wilkinson County
128159,Mississippi,Winston County
128161,Mississippi,Yalobusha County
128163,Mississippi,Yazoo County
129001,Missouri,Adair County
129003,Missouri,Andrew County
129005,Missouri,Atchison County
129007,Missouri,Audrain County
129009,Missouri,Barry County
129011,Missouri,Barton County
129013,Missouri,Bates County
129015,Missouri,Benton County
129017,Missouri,Bollinger County
129019,Missouri,Boone County
129021,Missouri,Buchanan County
129023,Missouri,Butler County
129025,Missouri,Caldwell County
129027,Missouri,Callaway County
129029,Missouri,Camden County
129031,Missouri,Cape Girardeau County
129033,Missouri,Carroll County
129035,Missouri,Carter County
129037,Missouri,Cass County
129039,Missouri,Cedar County
129041,Missouri,Chariton County
129043,Missouri,Christian County
129045,Missouri,Clark County
129047,Missouri,Clay County
129049,Missouri,Clinton County
129051,Missouri,Cole County
129053,Missouri,Cooper County
129055,Missouri,Crawford County
129057,Missouri,Dade County
129059,Missouri,Dallas County
129061,Missouri,Daviess County
129063,Missouri,DeKalb County
129065,Missouri,Dent County
129067,Missouri,Douglas County
129069,Missouri,Dunklin County
129071,Missouri,Franklin County
129073,Missouri,Gasconade County
129075,Missouri,Gentry County
129077,Missouri,Greene County
129079,Missouri,Grundy County
129081,Missouri,Harrison County
129083,Missouri,Henry County
129085,Missouri,Hickory County
129087,Missouri,Holt County
129089,Missouri,Howard County
129091,Missouri,Howell County
129093,Missouri,Iron County
129095,Missouri,Jackson County
129097,Missouri,Jasper County
129099,Missouri,Jefferson County
129101,Missouri,Johnson County
129103,Missouri,Knox County
129105,Missouri,Laclede County
129107,Missouri,Lafayette County
129109,Missouri,Lawrence County
129111,Missouri,Lewis County
129113,Missouri,Lincoln County
129115,Missouri,Linn County
129117,Missouri,Livingston County
129119,Missouri,McDonald County
129121,Missouri,Macon County
129123,Missouri,Madison County
129125,Missouri,Maries County
129127,Missouri,Marion County
129129,Missouri,Mercer County
129131,Missouri,Miller County
129133,Missouri,Mississippi County
129135,Missouri,Moniteau County
129137,Missouri,Monroe County
129139,Missouri,Montgomery County
129141,Missouri,Morgan County
129143,Missouri,New Madrid County
129145,Missouri,Newton County
129147,Missouri,Nodaway County
129149,Missouri,Oregon County
129151,Missouri,Osage County
129153,Missouri,Ozark County
129155,Missouri,Pemiscot County
129157,Missouri,Perry County
129159,Missouri,Pettis County
129161,Missouri,Phelps County
129163,Missouri,Pike County
129165,Missouri,Platte County
129167,Missouri,Polk County
129169,Missouri,Pulaski County
129171,Missouri,Putnam County
129173,Missouri,Ralls County
129175,Missouri,Randolph County
129177,Missouri,Ray County
129179,Missouri,Reynolds County
129181,Missouri,Ripley County
129183,Missouri,St. Charles County
129185,Missouri,St. Clair County
129186,Missouri,Ste. Genevieve County
129187,Missouri,St. Francois County
129189,Missouri,St. Louis County
129195,Missouri,Saline County
129197,Missouri,Schuyler County
129199,Missouri,Scotland County
129201,Missouri,Scott County
129203,Missouri,Shannon County
129205,Missouri,Shelby County
129207,Missouri,Stoddard County
129209,Missouri,Stone County
129211,Missouri,Sullivan County
129213,Missouri,Taney County
129215,Missouri,Texas County
129217,Missouri,Vernon County
129219,Missouri,Warren County
129221,Missouri,Washington County
129223,Missouri,Wayne County
129225,Missouri,Webster County
129227,Missouri,Worth County
129229,Missouri,Wright County
129510,Missouri,St. Louis city
130001,Montana,Beaverhead County
130003,Montana,Big Horn County
130005,Montana,Blaine County
130007,Montana,Broadwater County
130009,Montana,Carbon County
130011,Montana,Carter County
130013,Montana,Cascade County
130015,Montana,Chouteau County
130017,Montana,Custer County
130019,Montana,Daniels County
130021,Montana,Dawson County
130023,Montana,Deer Lodge County
130025,Montana,Fallon County
130027,Montana,Fergus County
130029,Montana,Flathead County
130031,Montana,Gallatin County
130033,Montana,Garfield County
130035,Montana,Glacier County
130037,Montana,Golden Valley County
130039,Montana,Granite County
130041,Montana,Hill County
130043,Montana,Jefferson County
130045,Montana,Judith Basin County
130047,Montana,Lake County
130049,Montana,Lewis and Clark County
130051,Montana,Liberty County
130053,Montana,Lincoln County
130055,Montana,McCone County
130057,Montana,Madison County
130059,Montana,Meagher County
130061,Montana,Mineral County
130063,Montana,Missoula County
130065,Montana,Musselshell County
130067,Montana,Park County
130069,Montana,Petroleum County
130071,Montana,Phillips County
130073,Montana,Pondera County
130075,Montana,Powder River County
130077,Montana,Powell County
130079,Montana,Prairie County
130081,Montana,Ravalli County
130083,Montana,Richland County
130085,Montana,Roosevelt County
130087,Montana,Rosebud County
130089,Montana,Sanders County
130091,Montana,Sheridan County
130093,Montana,Silver Bow County
130095,Montana,Stillwater County
130097,Montana,Sweet Grass County
130099,Montana,Teton County
130101,Montana,Toole County
130103,Montana,Treasure County
130105,Montana,Valley County
130107,Montana,Wheatland County
130109,Montana,Wibaux County
130111,Montana,Yellowstone County
130113,Montana,Yellowstone National Park
131001,Nebraska,Adams County
131003,Nebraska,Antelope County
131005,Nebraska,Arthur County
131007,Nebraska,Banner County
131009,Nebraska,Blaine County
131011,Nebraska,Boone County
131013,Nebraska,Box Butte County
131015,Nebraska,Boyd County
131017,Nebraska,Brown County
131019,Nebraska,Buffalo County
131021,Nebraska,Burt County
131023,Nebraska,Butler County
131025,Nebraska,Cass County
131027,Nebraska,Cedar County
131029,Nebraska,Chase County
131031,Nebraska,Cherry County
131033,Nebraska,Cheyenne County
131035,Nebraska,Clay County
131037,Nebraska,Colfax County
131039,Nebraska,Cuming County
131041,Nebraska,Custer County
131043,Nebraska,Dakota County
131045,Nebraska,Dawes County
131047,Nebraska,Dawson County
131049,Nebraska,Deuel County
131051,Nebraska,Dixon County
131053,Nebraska,Dodge County
131055,Nebraska,Douglas County
131057,Nebraska,Dundy County
131059,Nebraska,Fillmore County
131061,Nebraska,Franklin County
131063,Nebraska,Frontier County
131065,Nebraska,Furnas County
131067,Nebraska,Gage County
131069,Nebraska,Garden County
131071,Nebraska,Garfield County
131073,Nebraska,Gosper County
131075,Nebraska,Grant County
131077,Nebraska,Greeley County
131079,Nebraska,Hall County
131081,Nebraska,Hamilton County
131083,Nebraska,Harlan County
131085,Nebraska,Hayes County
131087,Nebraska,Hitchcock County
131089,Nebraska,Holt County
131091,Nebraska,Hooker County
131093,Nebraska,Howard County
131095,Nebraska,Jefferson County
131097,Nebraska,Johnson County
131099,Nebraska,Kearney County
131101,Nebraska,Keith County
131103,Nebraska,Keya Paha County
131105,Nebraska,Kimball County
131107,Nebraska,Knox County
131109,Nebraska,Lancaster County
131111,Nebraska,Lincoln County
131113,Nebraska,Logan County
131115,Nebraska,Loup County
131117,Nebraska,McPherson County
131119,Nebraska,Madison County
131121,Nebraska,Merrick County
131123,Nebraska,Morrill County
131125,Nebraska,Nance County
131127,Nebraska,Nemaha County
131129,Nebraska,Nuckolls County
131131,Nebraska,Otoe County
131133,Nebraska,Pawnee County
131135,Nebraska,Perkins County
131137,Nebraska,Phelps County
131139,Nebraska,Pierce County
131141,Nebraska,Platte County
131143,Nebraska,Polk County
131145,Nebraska,Red Willow County
131147,Nebraska,Richardson County
131149,Nebraska,Rock County
131151,Nebraska,Saline County
131153,Nebraska,Sarpy County
131155,Nebraska,Saunders County
131157,Nebraska,Scotts Bluff County
131159,Nebraska,Seward County
131161,Nebraska,Sheridan County
131163,Nebraska,Sherman County
131165,Nebraska,Sioux County
131167,Nebraska,Stanton County
131169,Nebraska,Thayer County
131171,Nebraska,Thomas County
131173,Nebraska,Thurston County
131175,Nebraska,Valley County
131177,Nebraska,Washington County
131179,Nebraska,Wayne County
131181,Nebraska,Webster County
131183,Nebraska,Wheeler County
131185,Nebraska,York County
132001,Nevada,Churchill County
132003,Nevada,Clark County
132005,Nevada,Douglas County
132007,Nevada,Elko County
132009,Nevada,Esmeralda County
132011,Nevada,Eureka County
132013,Nevada,Humboldt County
132015,Nevada,Lander County
132017,Nevada,Lincoln County
132019,Nevada,Lyon County
132021,Nevada,Mineral County
132023,Nevada,Nye County
132027,Nevada,Pershing County
132029,Nevada,Storey County
132031,Nevada,Washoe County
132033,Nevada,White Pine County
132510,Nevada,Carson City
133001,New Hampshire,Belknap County
133003,New Hampshire,Carroll County
133005,New Hampshire,Cheshire County
133007,New Hampshire,Coos County
133009,New Hampshire,Grafton County
133011,New Hampshire,Hillsborough County
133013,New Hampshire,Merrimack County
133015,New Hampshire,Rockingham County
133017,New Hampshire,Strafford County
133019,New Hampshire,Sullivan County
134001,New Jersey,Atlantic County
134003,New Jersey,Bergen County
134005,New Jersey,Burlington County
134007,New Jersey,Camden County
134009,New Jersey,Cape May County
134011,New Jersey,Cumberland County
134013,New Jersey,Essex County
134015,New Jersey,Gloucester County
134017,New Jersey,Hudson County
134019,New Jersey,Hunterdon County
134021,New Jersey,Mercer County
134023,New Jersey,Middlesex County
134025,New Jersey,Monmouth County
134027,New Jersey,Morris County
134029,New Jersey,Ocean County
134031,New Jersey,Passaic County
134033,New Jersey,Salem County
134035,New Jersey,Somerset County
134037,New Jersey,Sussex County
134039,New Jersey,Union County
134041,New Jersey,Warren County
135001,New Mexico,Bernalillo County
135003,New Mexico,Catron County
135005,New Mexico,Chaves County
135006,New Mexico,Cibola County
135007,New Mexico,Colfax County
135009,New Mexico,Curry County
135011,New Mexico,DeBaca County
135013,New Mexico,Dona Ana County
135015,New Mexico,Eddy County
135017,New Mexico,Grant County
135019,New Mexico,Guadalupe County
135021,New Mexico,Harding County
135023,New Mexico,Hidalgo County
135025,New Mexico,Lea County
135027,New Mexico,Lincoln County
135028,New Mexico,Los Alamos County
135029,New Mexico,Luna County
135031,New Mexico,McKinley County
135033,New Mexico,Mora County
135035,New Mexico,Otero County
135037,New Mexico,Quay County
135039,New Mexico,Rio Arriba County
135041,New Mexico,Roosevelt County
135043,New Mexico,Sandoval County
135045,New Mexico,San Juan County
135047,New Mexico,San Miguel County
135049,New Mexico,Santa Fe County
135051,New Mexico,Sierra County
135053,New Mexico,Socorro County
135055,New Mexico,Taos County
135057,New Mexico,Torrance County
135059,New Mexico,Union County
135061,New Mexico,Valencia County
136001,New York,Albany County
136003,New York,Allegany County
136005,New York,Bronx County
136007,New York,Broome County
136009,New York,Cattaraugus County
136011,New York,Cayuga County
136013,New York,Chautauqua County
136015,New York,Chemung County
136017,New York,Chenango County
136019,New York,Clinton County
136021,New York,Columbia County
136023,New York,Cortland County
136025,New York,Delaware County
136027,New York,Dutchess County
136029,New York,Erie County
136031,New York,Essex County
136033,New York,Franklin County
136035,New York,Fulton County
136037,New York,Genesee County
136039,New York,Greene County
136041,New York,Hamilton County
136043,New York,Herkimer County
136045,New York,Jefferson County
136047,New York,Kings County
136049,New York,Lewis County
136051,New York,Livingston County
136053,New York,Madison County
136055,New York,Monroe County
136057,New York,Montgomery County
136059,New York,Nassau County
136061,New York,New York County
136063,New York,Niagara County
136065,New York,Oneida County
136067,New York,Onondaga County
136069,New York,Ontario County
136071,New York,Orange County
136073,New York,Orleans County
136075,New York,Oswego County
136077,New York,Otsego County
136079,New York,Putnam County
136081,New York,Queens County
136083,New York,Rensselaer County
136085,New York,Richmond County
136087,New York,Rockland County
136089,New York,St. Lawrence County
136091,New York,Saratoga County
136093,New York,Schenectady County
136095,New York,Schoharie County
136097,New York,Schuyler County
136099,New York,Seneca County
136101,New York,Steuben County
136103,New York,Suffolk County
136105,New York,Sullivan County
136107,New York,Tioga County
136109,New York,Tompkins County
136111,New York,Ulster County
136113,New York,Warren County
136115,New York,Washington County
136117,New York,Wayne County
136119,New York,Westchester County
136121,New York,Wyoming County
136123,New York,Yates County
137001,North Carolina,Alamance County
137003,North Carolina,Alexander County
137005,North Carolina,Alleghany County
137007,North Carolina,Anson County
137009,North Carolina,Ashe County
137011,North Carolina,Avery County
137013,North Carolina,Beaufort County
137015,North Carolina,Bertie County
137017,North Carolina,Bladen County
137019,North Carolina,Brunswick County
137021,North Carolina,Buncombe County
137023,North Carolina,Burke County
137025,North Carolina,Cabarrus County
137027,North Carolina,Caldwell County
137029,North Carolina,Camden County
137031,North Carolina,Carteret County
137033,North Carolina,Caswell County
137035,North Carolina,Catawba County
137037,North Carolina,Chatham County
137039,North Carolina,Cherokee County
137041,North Carolina,Chowan County
137043,North Carolina,Clay County
137045,North Carolina,Cleveland County
137047,North Carolina,Columbus County
137049,North Carolina,Craven County
137051,North Carolina,Cumberland County
137053,North Carolina,Currituck County
137055,North Carolina,Dare County
137057,North Carolina,Davidson County
137059,North Carolina,Davie County
137061,North Carolina,Duplin County
137063,North Carolina,Durham County
137065,North Carolina,Edgecombe County
137067,North Carolina,Forsyth County
137069,North Carolina,Franklin County
137071,North Carolina,Gaston County
137073,North Carolina,Gates County
137075,North Carolina,Graham County
137077,North Carolina,Granville County
137079,North Carolina,Greene County
137081,North Carolina,Guilford County
137083,North Carolina,Halifax County
137085,North Carolina,Harnett County
137087,North Carolina,Haywood County
137089,North Carolina,Henderson County
137091,North Carolina,Hertford County
137093,North Carolina,Hoke County
137095,North Carolina,Hyde County
137097,North Carolina,Iredell County
137099,North Carolina,Jackson County
137101,North Carolina,Johnston County
137103,North Carolina,Jones County
137105,North Carolina,Lee County
137107,North Carolina,Lenoir County
137109,North Carolina,Lincoln County
137111,North Carolina,McDowell County
